url,depth,status_code,issues,title_len,desc_len,h1,title
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-de-atencion-presencial/oficinas/oficina-premium,1,200,missing_description,35,15,Oficinas premium,Oficina premium - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-de-atencion-presencial/oficinas/oficinas-universales,1,200,missing_description,40,15,Oficinas universales,Oficinas universales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales,1,200,missing_description,37,15,Soluciones digitales 24/7,Canales digitales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales/avalpay-center,1,200,missing_description,34,15,AvalPay Center,AvalPay Center - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales/banca-virtual,1,200,missing_description,33,15,Banca Virtual,Banca virtual - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales/token,1,200,title_too_short;missing_description,25,15,Token digital,Token - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-electronicos,1,200,missing_description,40,15,Canales electrónicos,Canales electrónicos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales/avalpay-center-empresa,1,200,missing_description,42,15,Convierte tu recaudo en una experiencia ágil,AvalPay Center Empresa - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-digitales/banca-movil,1,200,missing_description,31,15,App Banca Móvil,Banca móvil - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/disponibilidad-de-canales,1,200,missing_description,45,15,Disponibilidad de canales,Disponibilidad de canales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-electronicos/cajeros,1,200,title_too_short;missing_description,27,15,Cajeros automáticos,Cajeros - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/canales-electronicos/multifuncional,1,200,missing_description,34,15,Cajeros multifuncionales,Multifuncional - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/consultas,1,200,title_too_short;missing_description,29,15,Consultas,Consultas - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/extractos-certificados,1,200,missing_description,44,15,Extractos y certificados,Extractos y certificados - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/click-to-pay,1,200,missing_description,32,15,Paga fácil y seguro con Click to Pay,Click to pay - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/compras,1,200,title_too_short;missing_description,27,15,Compras,Compras - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones,1,200,missing_description,33,15,Transacciones,Transacciones - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/apple-pay,1,200,title_too_short;missing_description,29,15,Lo seguro es pagar con Apple Pay,Apple Pay - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/google-pay,1,200,missing_description,30,15,Paga con tu celular usando Google Pay,Google Pay - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/inscripciones-cuentas-servicios,1,200,missing_description,51,15,Inscripciones cuentas y servicios,Inscripciones cuentas servicios - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/programacion-de-pagos,1,200,missing_description;thin_content,41,15,Programación de pagos,Programación de pagos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/recarga-cuenta-ahorros-pse,1,200,missing_description,46,15,Recarga tu cuenta de ahorros con PSE,Recarga cuenta ahorros pse - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/defensor-del-consumidor,1,200,missing_description,43,15,Defensor del consumidor,Defensor del consumidor - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/canales/transacciones/transferencias-utilizaciones,1,200,missing_description,48,15,Transferencias,Transferencias utilizaciones - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/impuestos/calendario,1,200,missing_description;thin_content,30,15,Calendario de impuestos,Calendario - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/impuestos/beneficios,1,200,missing_description,30,15,La mejor parte es pagar tus impuestos,Beneficios - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/impuestos,1,200,title_too_short;missing_description,29,15,Impuestos,Impuestos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/impuestos/canales-de-pago,1,200,missing_description,35,15,Canales de pago,Canales de pago - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/activa-tus-tarjetas,1,200,missing_description,39,15,Activa tus tarjetas,Activa tus tarjetas - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/pqrs,1,200,title_too_short;missing_description,24,15,"Peticiones, quejas y reclamos (PQRS)",Pqrs - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/banca-movil,1,200,missing_description,31,15,Banca móvil,Banca móvil - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/banco-de-bogota,1,200,missing_description,35,15,Banco de Bogotá,Banco de Bogotá - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/desbloqueo-tarjeta-debito-clave-errada,1,200,missing_description,58,15,Desbloqueo de tarjeta débito por clave errada,Desbloqueo tarjeta debito clave errada - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/refinanciar-deuda-tc,1,200,missing_description,53,15,Refinanciar la deuda de mi tarjeta de crédito,Refinanciar deuda tarjeta credito - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes,1,200,missing_description,40,15,Preguntas frecuentes,Preguntas frecuentes - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/bloquear-tarjetas-por-perdida-robo,1,200,missing_description,54,15,Bloquear mis tarjetas por pérdida o robo,Bloquear tarjetas por perdida robo - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/adelanto-de-nomina,1,200,missing_description,38,15,Adelanto de nómina,Adelanto de nómina - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/diferido-automatico-tarjeta-credito,1,200,missing_description,55,15,Diferido automático de cuotas,Diferido automatico tarjeta credito - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/congelar-tarjeta-facil-seguro,1,200,missing_description,49,15,Congela tu tarjeta de forma fácil y segura,Congelar tarjeta facil seguro - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/cambio-fecha-pago-tarjeta-credito,1,200,missing_description,53,15,Cambio fecha de pago Tarjeta de Crédito,Cambio fecha pago tarjeta credito - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/uso-de-bre-b,1,200,title_too_long,72,119,Descubre cómo usar las llaves en Bre-B,Llaves Bre-B - Nunca fue más fácil transferir dinero - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/crea-tu-clave-segura,1,200,missing_description,40,15,Crea tu clave segura,Crea tu clave segura - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/informacion-y-servicios-de-cuenta-de-ahorros,1,200,missing_description,64,15,Información y servicios de cuenta de ahorros,Informacion y servicios de cuenta de ahorros - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/cdt,1,200,title_too_short;missing_description,23,15,CDT y títulos valores,CDT - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/instructivos/bre-b-en-whatsapp,1,200,title_too_long,72,119,Envía dinero con Bre-B desde WhatsApp,Llaves Bre-B - Nunca fue más fácil transferir dinero - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/ceropay,1,200,title_too_short;missing_description,27,15,CeroPay,Ceropay - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/crediestudiantil,1,200,missing_description,36,15,Crediestudiantil,Crediestudiantil - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/cuatro-por-mil,1,200,missing_description,34,15,¿Qué es el 4x1000 y en qué casos aplica?,Cuatro por Mil - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/crediservice,1,200,missing_description,32,15,Crediservice,Crediservice - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/cupoagil-banco-de-bogota,1,200,missing_description,44,15,Cupoágil Banco de Bogotá,Cupoágil Banco de Bogotá - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/credito-de-vehiculo,1,200,missing_description,39,15,Crédito de vehículo,Crédito de vehículo - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/cuenta-corriente,1,200,missing_description,36,15,Cuenta corriente,Cuenta corriente - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/habeas-data,1,200,missing_description,31,15,Habeas Data,Habeas data - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/instructivos-bre-b,1,200,missing_description,38,15,Instructivos Bre-B,Instructivos bre b - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/cuenta-de-ahorros,1,200,missing_description,37,15,Cuenta de ahorros,Cuenta de ahorros - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/instacupo,1,200,title_too_short;missing_description,29,15,Instacupo,Instacupo - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/libranza,1,200,title_too_short;missing_description,28,15,Libranza,Libranza - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/libre-inversion,1,200,missing_description,35,15,Libre inversión,Libre inversión - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/codigo-qr-para-ti,1,200,missing_description,37,15,Código QR para ti,Codigo QR para ti - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/dale-para-tu-negocio,1,200,missing_description,40,15,Dale! para tu negocio,Dale para tu negocio - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago,1,200,missing_description;thin_content,34,15,Preguntas frecuentes de Medios de pago,Medios de pago - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/dale-para-ti,1,200,missing_description,32,15,Dale! para ti,Dale para ti - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/datafono-fisico,1,200,missing_description,35,15,Datáfono físico,Datafono fisico - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/pagos-con-tarjeta,1,200,missing_description,37,15,Pagos con tarjeta,Pagos con tarjeta - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/datafono-digital,1,200,missing_description,36,15,Datáfono digital,Datafono digital - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/micrositio-abierto,1,200,missing_description,38,15,Micrositio abierto,Micrositio abierto - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/micrositio-cerrado,1,200,missing_description,38,15,Micrositio cerrado,Micrositio cerrado - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/link-de-pagos,1,200,missing_description,33,15,Link de pagos,Link de pagos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/transferencia-inmediata,1,200,missing_description,43,15,Transferencias inmediatas,Transferencia inmediata - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/transversal-pasarela-gou,1,200,missing_description,44,15,Pasarela Aval Pay,Transversal pasarela gou - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/medios-de-pago/webcheckout,1,200,missing_description,31,15,Webcheckout,Webcheckout - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/portafolio-de-vivienda,1,200,missing_description,42,15,Portafolio de vivienda,Portafolio de vivienda - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/mi-trabajo,1,200,missing_description,30,15,Cuenta Mi Trabajo,Mi trabajo - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/tag-aval,1,200,title_too_short;missing_description,28,15,Tag Aval,Tag Aval - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/remesas-internacional,1,200,missing_description,41,15,Remesas internacionales,Remesas internacional - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/portales-transaccionales,1,200,missing_description,44,15,Portales transaccionales,Portales transaccionales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/tarjeta-credito-empresas,1,200,missing_description,47,15,Tarjeta de crédito para empresas,Tarjeta de crédito empresas - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/portal-negocios,1,200,missing_description,35,15,Portal negocios,Portal negocios - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/seguros-personalizados,1,200,missing_description,42,15,Seguros personalizados,Seguros personalizados - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/comite-ciberseguridad-seguridad-informacion,1,200,title_too_long;missing_description,74,15,Cómite de ciberseguridad,Comité de ciberseguridad y seguridad de la información - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor,1,200,missing_description,44,15,Protección al consumidor,Protección al consumidor - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/tarjetas-debito,1,200,missing_description,35,15,Tarjetas débito,Tarjetas débito - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/transfiya,1,200,title_too_short;missing_description,29,15,"Adiós a Transfiya, dale la bienvenida a Bre-B",Transfiya - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/token,1,200,title_too_short;missing_description,25,15,Token,Token - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/preguntas-frecuentes/tarjetas-credito,1,200,missing_description,39,15,Tarjetas de crédito,Tarjetas de crédito - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/cybersecurity-and-security-management,1,200,missing_description,57,15,Cybersecurity Management,Cybersecurity and security management - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/decreto-587,1,200,missing_description,31,15,Decreto 587,Decreto 587 - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/ley-de-proteccion,1,200,missing_description,37,15,Ley de Protección 1328,Ley de Protección - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/gestion-de-ciberseguridad-y-seguridad,1,200,missing_description,57,15,Gestión de Ciberseguridad,Gestion de ciberseguridad y seguridad - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/proteccion-datos-personales,1,200,missing_description,50,15,Política de Privacidad de datos personales,Protección de Datos Personales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/superintendencia-financiera,1,200,missing_description,47,15,Superintendencia Financiera,Superintendencia Financiera - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/relacion-con-el-cliente,1,200,missing_description,43,15,Relación con el cliente,Relación con el cliente - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-cajeros/perdida-confidencialidad,1,200,missing_description,44,15,Pérdida de confidencialidad,Pérdida confidencialidad - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/reglamentos,1,200,missing_description,31,15,Reglamentos,Reglamentos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/proteccion-al-consumidor/uso-de-cookies,1,200,missing_description,34,15,Uso de cookies,Uso de cookies - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-cheques-consignaciones/falsificacion-o-adulteracion,1,200,missing_description,48,15,Falsificación o adulteración,Falsificación o adulteración - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-cajeros,1,200,missing_description,40,15,Cajeros y corresponsales,Seguridad en cajeros - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-oficinas/fleteo,1,200,title_too_short;missing_description,26,15,Fleteo,Fleteo - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-cheques-consignaciones,1,200,missing_description,52,15,Seguridad en cheques,Seguridad cheques consignaciones - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-cheques-consignaciones/hurto-cheques-o-chequeras,1,200,missing_description,45,15,Hurto de cheques o chequeras,Hurto cheques o chequeras - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-cajeros/ingenieria-social,1,200,missing_description,37,15,Ingeniería social,Ingeniería social - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-cajeros/skimming,1,200,title_too_short;missing_description,28,15,Skimming,Skimming - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-internet/instalacion-de-programas-maliciosos,1,200,missing_description,55,15,Programas maliciosos,Instalación de programas maliciosos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-internet/phishing,1,200,title_too_short;missing_description,28,15,Phishing,Phishing - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-comunicaciones-digitales,1,200,missing_description,54,15,Seguridad en comunicaciones,Seguridad comunicaciones digitales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-internet,1,200,missing_description,54,15,Seguridad en canales digitales,Seguridad portales transaccionales - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria,1,200,missing_description,38,15,Seguridad bancaria,Seguridad bancaria - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-oficinas,1,200,missing_description,41,15,Seguridad en canales físicos,Seguridad en oficinas - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-tu-celular,1,200,missing_description,43,15,Celulares y teléfonos fijos,Seguridad en tu celular - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-oficinas/suplantacion-colaboradores,1,200,missing_description,49,15,Suplantación de colaboradores,Suplantación de colaboradores - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-tu-celular/aplicacion-movil,1,200,missing_description,36,15,Seguridad en aplicación móvil,Aplicación móvil - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-tu-celular/ingenieria-social,1,200,missing_description,37,15,Ingeniería social,Ingeniería social - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-tu-celular/vishing-smishing,1,200,missing_description,36,15,Vishing/Smishing,Vishing Smishing - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/servilineas,1,200,missing_description,31,15,Servilínea,Servilíneas - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/empresas/banca-internacional,1,200,missing_description;thin_content,39,15,Banca Internacional,Banca internacional - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microempresas/cartera-ordinaria-pesos,1,200,missing_description,46,15,Cartera ordinaria en pesos,Cartera ordinaria en pesos - bancodebogota.com
https://www.bancodebogota.com/atencion-al-cliente/seguridad-bancaria/seguridad-en-portales-empresariales,1,200,missing_description,55,15,Protege tu empresa contra el fraude,Seguridad en portales empresariales - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microempresas/portafolio-integral-crecer,1,200,missing_description,46,15,Portafolio integral Crecer,Portafolio Integral Crecer - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microempresas/portafolio-integral-logros,1,200,missing_description,46,15,Portafolio integral Logros,Portafolio Integral Logros - bancodebogota.com
https://www.bancodebogota.com/banca-empresas,1,200,missing_description,34,15,Banca empresas,Banca empresas - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microempresas/sustitucion-pasivos,1,200,missing_description,39,15,Sustitución de pasivos comercial,Sustitución pasivos - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microempresas,1,200,missing_description,33,15,Microempresas,Microempresas - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microfinanzas/compra-cartera,1,200,missing_description,34,15,Compra de cartera,Compra cartera - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microfinanzas/crediahorro,1,200,missing_description,31,15,Crediahorro,Crediahorro - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microfinanzas/cuenta-emprendeahorro,1,200,missing_description,34,15,Emprendeahorro,Emprendeahorro - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/corporativa,1,200,missing_description,37,15,Banca Corporativa,Banca corporativa - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/microfinanzas/crediagrario,1,200,missing_description,32,15,Crediagrario,Crediagrario - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/empresarial,1,200,missing_description,37,15,Banca Empresarial,Banca empresarial - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/institucional,1,200,missing_description,39,15,Banca Institucional,Banca institucional - bancodebogota.com
https://www.bancodebogota.com/banca-empresas/pyme/portafolio-integral-pyme,1,200,missing_description,44,15,Portafolio integral Pyme,Portafolio integral Pyme - bancodebogota.com
